Название,цена,конечная_цена,скидка,Мультиплеер,Одиночный,Кооператив,ММО,Русский,Англикий,количество_языков,недавние_оценки+,все_оценки,позитивная_оценка,негативная_оценка,жанр,дата_релиза,Издатель,ОС,Процессор,Оперативная память,Видеокарта,Место на диске 
Lolly Joe,79.0,79.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,10.0,19.0,13.0,6.0,Экшены,2016-08-05,Peter Valencia,Windows 7,2 GHz,1 GB ОЗУ,512 MB,1500 MB
Paint the Town Red,360.0,360.0,0.0,1,1.0,1.0,0.0,1.0,1.0,2.0,43.0,5245.0,4755.0,490.0,Экшены,2015-10-13,South East Games,OSX 10.9 or Higher,Intel Dual-Core 2 GHz,3 GB ОЗУ,OpenGL 3 Compatible GPU with 512MB Video RAM,2 GB
Civilization V - Babylon (Nebuchadnezzar II),169.0,169.0,0.0,0,1.0,0.0,0.0,1.0,1.0,8.0,78.0,115.0,102.0,13.0,Стратегии,2010-10-25,Aspyr (Mac),Windows® Vista SP2/ Windows® 7,"четырехъядерный, с тактовой частотой 1.8 ГГц",4 ГБ,"из серии ATI 4800 с 512 MB видеопамяти или лучше, или же nVidia 9800 с 512 MB видеопамяти или лучше",
Alicemare,79.0,47.0,41.0,0,1.0,0.0,0.0,1.0,1.0,4.0,430.0,462.0,409.0,53.0,Приключенческие игры,2016-11-21,AGM PLAYISM,Windows 7 or Greater,Intel Core 2 1.06Ghz,1 GB ОЗУ,Integrated graphics,80 MB
Dark Rose Valkyrie: Extra Costumes Set / コスチュームセット / 服裝禮包,61.0,48.0,21.0,0,1.0,0.0,0.0,1.0,1.0,4.0,,,,,Ролевые игры,2018-04-10,Compile Heart,Windows 10 64bit,Intel i5 3.3 GHz or equivalent,8 GB ОЗУ,"NVIDIA GeForce GTX 960, ATI Mobility Radeon R9 290, or higher",
Outlast 2,515.0,515.0,0.0,0,1.0,0.0,0.0,1.0,1.0,10.0,132.0,12373.0,10808.0,1565.0,Экшены,2017-04-25,Red Barrels,"Windows Vista / 7 / 8 / 10,  64-bits",Intel Core i5,8 GB ОЗУ,"1.5GB VRAM, NVIDIA Geforce GTX 660 / ATI Radeon HD 7850",30 GB
Dark Rose Valkyrie: Medals Set / 【勲章】特別授与パック / 特別授予【勛章】追加包,61.0,48.0,21.0,0,1.0,0.0,0.0,1.0,1.0,4.0,,,,,Ролевые игры,2018-04-10,Compile Heart,Windows 10 64bit,Intel i5 3.3 GHz or equivalent,8 GB ОЗУ,"NVIDIA GeForce GTX 960, ATI Mobility Radeon R9 290, or higher",
Dark Rose Valkyrie: Marks Set,61.0,48.0,21.0,0,1.0,0.0,0.0,1.0,1.0,4.0,,,,,Ролевые игры,2018-04-10,Compile Heart,Windows 10 64bit,Intel i5 3.3 GHz or equivalent,8 GB ОЗУ,"NVIDIA GeForce GTX 960, ATI Mobility Radeon R9 290, or higher",
Dark Rose Valkyrie: Party Points Set / パーティポイントパック / 隊伍技能點追加包,61.0,48.0,21.0,0,1.0,0.0,0.0,1.0,1.0,4.0,,,,,Ролевые игры,2018-04-10,Compile Heart,Windows 10 64bit,Intel i5 3.3 GHz or equivalent,8 GB ОЗУ,"NVIDIA GeForce GTX 960, ATI Mobility Radeon R9 290, or higher",
Dark Rose Valkyrie: Extra Equipment Set / 装備セット / 裝備禮包,61.0,48.0,21.0,0,1.0,0.0,0.0,1.0,1.0,4.0,,,,,Ролевые игры,2018-04-10,Compile Heart,Windows 10 64bit,Intel i5 3.3 GHz or equivalent,8 GB ОЗУ,"NVIDIA GeForce GTX 960, ATI Mobility Radeon R9 290, or higher",
RUINER,419.0,419.0,0.0,0,1.0,0.0,0.0,1.0,1.0,15.0,57.0,5827.0,5284.0,543.0,Экшены,2017-09-26,Devolver Digital,Windows 7/8.1/10  x64,Intel Core i5-4670K (4 * 3400) or equivalent / AMD FX-6350 (6 * 3900) or equivalent,6 GB ОЗУ,GeForce GTX 660 (2048 MB) / Radeon HD 7970 (3072 MB),10 GB
Dark Rose Valkyrie: Economic Points Set / お徳用ポイントバラエティパック / 實惠點數禮包,61.0,48.0,21.0,0,1.0,0.0,0.0,1.0,1.0,4.0,,,,,Ролевые игры,2018-04-10,Compile Heart,Windows 10 64bit,Intel i5 3.3 GHz or equivalent,8 GB ОЗУ,"NVIDIA GeForce GTX 960, ATI Mobility Radeon R9 290, or higher",
Hyper Light Drifter,419.0,419.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,64.0,11762.0,11041.0,721.0,Экшены,2016-03-31,Heart Machine,Windows 7 and above,1.2 ghz,4 GB ОЗУ,512 mb video memory,2 GB
Dark Rose Valkyrie: Special Enlistment [Miyako Osatani] Addition Pack / 特別参戦【小長谷ミヤコ】追加パック / 特別參戰【小長谷都子】追加包,61.0,48.0,21.0,0,1.0,0.0,0.0,1.0,1.0,4.0,,1.0,0.0,1.0,Ролевые игры,2018-04-10,Compile Heart,Windows 10 64bit,Intel i5 3.3 GHz or equivalent,8 GB ОЗУ,"NVIDIA GeForce GTX 960, ATI Mobility Radeon R9 290, or higher",
SOULCALIBUR VI - DLC3: Character Creation Set A,129.0,129.0,0.0,0,0.0,0.0,0.0,1.0,1.0,11.0,49.0,58.0,32.0,26.0,Экшены,2019-02-18,Dimps Corporation,"Windows 7, 8.1, 10 (64-bit)",Intel Core i5-4690 3.5 GHz or equivalent,8 GB ОЗУ,GeForce GTX 1060 or equivalent,
Clone Drone in the Danger Zone,349.0,349.0,0.0,1,1.0,0.0,0.0,1.0,1.0,2.0,31.0,1993.0,1885.0,108.0,Экшены,2017-03-16,Doborog Games,Windows 7 or newer,"Modern quad-core (AMD FX-Series or newer, Intel Core i5 or faster)",2 GB ОЗУ,"AMD Radeon HD 5770 or faster, nVidia GeForce GT 640 or faster",1 GB
Aseprite,349.0,349.0,0.0,0,0.0,0.0,0.0,1.0,1.0,2.0,46.0,1357.0,1343.0,14.0,Анимация и моделирование,2016-02-22,Igara Studio,"Windows Vista, 7, 8, or 10",,128 MB ОЗУ,,40 MB
Fruit Ninja VR,349.0,349.0,0.0,0,1.0,0.0,0.0,1.0,1.0,12.0,495.0,526.0,448.0,78.0,,2016-07-07,Halfbrick Studios Pty Ltd,Windows 7,Intel i5-4590 / AMD FX 8350,8 GB ОЗУ,NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290,400 MB
Pillars of Eternity II: Deadfire,930.0,930.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,44.0,5320.0,4443.0,877.0,Ролевые игры,2018-05-08,Versus Evil,Windows 10 64-bit or newer,Intel Core i5-2400 @ 3.10 GHz / AMD Phenom II X6 1100T,8 GB ОЗУ,NVIDIA GeForce GTX 960,45 GB
Drop Hunt - Adventure Puzzle,64.0,14.0,77.0,0,1.0,0.0,0.0,1.0,1.0,2.0,77.0,130.0,111.0,19.0,Приключенческие игры,2017-02-23,Cristian Manolachi,Windows 10,Dual Core,512 MB ОЗУ,Intel HD graphics,190 MB
Amazing Human Simulator,82.0,41.0,50.0,0,1.0,0.0,0.0,1.0,1.0,16.0,16.0,17.0,9.0,8.0,Экшены,2019-03-15,sakastudio,Windows 10,Ccore i3 that's all,4 GB ОЗУ,GTX960 that's all,1 GB
Expansion - Europa Universalis IV: The Cossacks,419.0,419.0,0.0,1,1.0,0.0,0.0,1.0,1.0,5.0,307.0,375.0,174.0,201.0,Симуляторы,2015-12-01,Paradox Interactive,,,,,
Cooking Witch,61.0,61.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,42.0,207.0,178.0,29.0,Экшены,2017-05-18,VaragtP,Windows XP or higher,2 GHz Intel Pentium 4 or AMD Athlon or equivalent,1 GB ОЗУ,,100 MB
Call of Duty®: Black Ops III - Gorod Krovi Zombies Map,449.0,449.0,0.0,1,1.0,1.0,0.0,1.0,1.0,11.0,14.0,16.0,15.0,1.0,Экшены,2018-05-01,Aspyr (Mac),Windows 7 64-Bit / Windows 8 64-Bit / Windows 8.1 64-Bit,Intel® Core™ i3-530 @ 2.93 GHz / AMD Phenom™ II X4 810 @ 2.60 GHz,6 GB ОЗУ,NVIDIA® GeForce® GTX 470 @ 1GB / ATI® Radeon™ HD 6970 @ 1GB,100 GB
Call of Cthulhu®,1499.0,1499.0,0.0,0,1.0,0.0,0.0,1.0,1.0,12.0,43.0,2444.0,1804.0,640.0,Приключенческие игры,2018-10-29,Focus Home Interactive,Windows 7/8/10 (64 bits),Intel Core i7-3820 (3.6 GHz)/AMD FX-8370 (4.0 GHz),8 GB ОЗУ,"4 GB, GeForce GTX 970/Radeon R9 390",13 GB
Rocksmith® 2014 Edition – Remastered – Trans-Siberian Orchestra Song Pack,699.0,699.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,,2.0,2.0,0.0,Казуальные игры,2017-11-28,,,,,,
Professor M. Yoolip - Awesomenauts Character,149.0,59.0,60.0,1,1.0,1.0,0.0,1.0,1.0,9.0,,1.0,1.0,0.0,Экшены,2017-04-26,,"Windows XP, Vista, Windows 7 или Windows 8","любой процессор, имеющий 2 ядра",2 ГБ,ATI или Nvidia видеокарта с хотя бы 512 МБ видеопамяти,
Miko Gakkou Monogatari: Kaede Episode,199.0,45.0,77.0,0,1.0,0.0,0.0,1.0,1.0,3.0,,11.0,10.0,1.0,Приключенческие игры,2015-08-16,xinoro,Windows 7,Quad-core 2.4GHz or faster 64-bit processor,4 GB ОЗУ,DirectX 11 graphics device,2 GB
My Time At Portia,799.0,799.0,0.0,0,0.0,0.0,0.0,1.0,1.0,8.0,335.0,11826.0,10711.0,1115.0,Приключенческие игры,2019-01-15,Team17 Digital Ltd,Windows 10 64 bit,Intel i7 Processor,16 GB ОЗУ,Nvidia GeForce GTX960+,10 GB
LEGO® DC Super-Villains,999.0,999.0,0.0,0,1.0,0.0,0.0,1.0,1.0,14.0,14.0,344.0,298.0,46.0,Экшены,2018-10-16,Warner Bros. Interactive Entertainment,Windows 10,AMD Ryzen 3 1200 or Intel Core i5-3470,4 GB ОЗУ,GeForce GTX 750 Ti or Radeon HD 7770,16 GB
The Council,1349.0,1349.0,0.0,0,1.0,0.0,0.0,1.0,1.0,6.0,39.0,1419.0,1200.0,219.0,Приключенческие игры,2018-03-13,Focus Home Interactive,Windows 7/8/10 (64-bit),Intel Core i7-3770 (3.4 GHz)/AMD FX-8370 (4.0 GHz),8 GB ОЗУ,"4 GB, GeForce GTX 960/Radeon R9 380",15 GB
BattleBlock Theater®,349.0,349.0,0.0,1,1.0,1.0,0.0,1.0,1.0,11.0,107.0,48647.0,47356.0,1291.0,Экшены,2014-05-15,The Behemoth,Windows XP,2.8 GHz Intel® Core™2 Duo or better,1 GB ОЗУ,512 MB,2 GB
Darkest Dungeon Soundtrack,249.0,249.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,85.0,89.0,74.0,15.0,Инди,2015-02-03,Red Hook Studios,Windows 7+,,,,
ProtoMasons,259.0,51.0,80.0,1,0.0,0.0,0.0,1.0,1.0,2.0,,2.0,0.0,2.0,Казуальные игры,2017-10-02,ProtoMasons.com,"Windows 7, 8.1, or 10",2.0 GHz,4 GB ОЗУ,512MB dedicated (minimum resolution of 1368x768),300 MB
Total War: WARHAMMER - The Grim and the Grave,299.0,299.0,0.0,1,1.0,0.0,0.0,1.0,1.0,11.0,544.0,605.0,440.0,165.0,Экшены,2016-09-01,Feral Interactive (Linux),macOS 10.12.4,2.0Ghz Intel Core i5,8 GB ОЗУ,"All AMD graphics cards released from 2014 onwards, All NVidia cards with 2GB+ VRAM released from 2012 onwards, (MacBookPro only) Intel Iris Graphics 540 & 550 cards released from 2016 onwards",37 GB
Euro Truck Simulator 2 - Schwarzmüller Trailer Pack,79.0,79.0,0.0,0,1.0,0.0,0.0,1.0,1.0,23.0,17.0,1222.0,1031.0,191.0,Инди,2016-09-16,SCS Software,,,,,
Expansion - Crusader Kings II: Conclave,349.0,349.0,0.0,1,1.0,0.0,0.0,1.0,1.0,5.0,391.0,456.0,221.0,235.0,Ролевые игры,2016-02-02,Paradox Interactive,XP/Vista/Windows 7,"Intel® Pentium® IV с тактовой частотой 2,4 ГГц или AMD 3500+",2 ГБ,NVIDIA® GeForce 8800 или ATI Radeon® X1900 с 512 МБ видеопамяти.,
Attack on Titan - Episode 2,79.0,79.0,0.0,0,1.0,0.0,0.0,1.0,1.0,6.0,,4.0,3.0,1.0,Экшены,2016-09-27,"KOEI TECMO GAMES CO., LTD.","Windows® 7, Windows® 8.1, Windows® 10",Core i7 2600 3.4GHz,8 GB ОЗУ,NVIDIA Geforce GTX 760,25 GB
Attack on Titan - Episode 3,79.0,79.0,0.0,0,1.0,0.0,0.0,1.0,1.0,6.0,,6.0,5.0,1.0,Экшены,2016-09-27,"KOEI TECMO GAMES CO., LTD.","Windows® 7, Windows® 8.1, Windows® 10",Core i7 2600 3.4GHz,8 GB ОЗУ,NVIDIA Geforce GTX 760,25 GB
Black Ink,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,2.0,317.0,354.0,312.0,42.0,Анимация и моделирование,2016-02-08,Bleank,Windows 7 SP1,Quad core processor,4 GB ОЗУ,Graphic card with pixel shader 3.0 support and with 1 GB of VRAM,50 MB
Skullgirls: Eliza,59.0,17.0,71.0,1,1.0,0.0,0.0,1.0,1.0,8.0,69.0,206.0,195.0,11.0,Экшены,2014-09-30,Marvelous,,,,,
Desperados 2: Cooper's Revenge,199.0,49.0,75.0,0,1.0,0.0,0.0,1.0,1.0,2.0,70.0,96.0,42.0,54.0,Экшены,2006-05-02,THQ Nordic,,Pentium® 4 1.9 ГГц или AMD Athlon™ XP 1900 или выше,,,
8-Bit Commando,102.0,51.0,50.0,0,0.0,0.0,0.0,1.0,1.0,18.0,62.0,249.0,136.0,113.0,Экшены,2011-07-27,2dengine,,,,,
DRAGON BALL FighterZ - SSGSS Goku and SSGSS Vegeta Unlock,99.0,49.0,51.0,1,1.0,0.0,0.0,1.0,1.0,12.0,47.0,61.0,32.0,29.0,Экшены,2018-01-26,BANDAI NAMCO Entertainment,Windows 7/8/10 (64-bit OS required),"AMD Ryzen 5 1400, 3.2 GHz / Intel Core i7-3770, 3.40 GHz",8 GB ОЗУ,"Radeon HD 7870, 2 GB / GeForce GTX 660, 2 GB",
Pocket Rogues,133.0,33.0,75.0,0,1.0,0.0,0.0,1.0,1.0,2.0,10.0,71.0,64.0,7.0,Экшены,2018-10-25,EtherGaming,Windows 7 x64,Intel Pentium,2048 MB ОЗУ,GeForce 820,149 MB
Killing Time,59.0,59.0,0.0,0,1.0,0.0,0.0,1.0,1.0,4.0,10.0,690.0,511.0,179.0,Инди,2017-09-20,Paradise Project,WIN7 SP1/WIN8/WIN10/XP,1.2 GHz,2 GB ОЗУ,DirectX 9 compatible graphics card,2 GB
Fallout 3,219.0,219.0,0.0,0,1.0,0.0,0.0,1.0,1.0,6.0,65.0,12646.0,9934.0,2712.0,Ролевые игры,2008-10-28,Bethesda Softworks,,Intel Core 2 Duo,2 ГБ,"с 512 МБ видеопамяти, совместимая с Direct X 9.0c (NVIDIA серии 8800, ATI серии 3800)",
eden*,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,3.0,17.0,2045.0,1968.0,77.0,Приключенческие игры,2015-01-30,MangaGamer,,Core 2,512 MB ОЗУ,,
DOA6 Season Pass 1,1549.0,1549.0,0.0,1,1.0,0.0,0.0,1.0,1.0,10.0,66.0,80.0,75.0,5.0,Экшены,2019-03-01,"KOEI TECMO GAMES CO., LTD.",Windows 10 (64bit),,16 GB ОЗУ,NVIDIA GeForce GTX 1060,50 GB
Neverwinter Nights: Enhanced Edition,435.0,435.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,40.0,1245.0,968.0,277.0,Ролевые игры,2018-03-27,Beamdog,"Windows 7, 8, or 10",1 GHZ,1 GB ОЗУ,OpenGL 3.0 compatible,10 GB
RPG Maker MV - GENE,435.0,261.0,40.0,0,0.0,0.0,0.0,1.0,1.0,12.0,25.0,25.0,20.0,5.0,Дизайн и иллюстрация,2018-02-20,Degica,WindowsR 7/8/8.1/10 (32bit/64bit),Intel Core2 Duo or better,4 GB ОЗУ,OpenGL capable GPU,2 GB
Racket Fury: Table Tennis VR,435.0,435.0,0.0,0,1.0,0.0,0.0,1.0,1.0,4.0,154.0,174.0,149.0,25.0,,2017-11-09,Pixel Edge Games,"Windows 7 SP1, Windows 8.1 or later, Windows 10",Intel i7-3770 equivalent or greater,4 GB ОЗУ,NVIDIA® GeForce® GTX 980 equivalent or greater,5 GB
Trials® Rising,1299.0,1299.0,0.0,0,1.0,1.0,0.0,1.0,1.0,12.0,56.0,763.0,414.0,349.0,Гонки,2019-02-26,Ubisoft,Windows 7/10 (64 bit only),"Intel Core i5 3470, AMD FX 6100",8 GB ОЗУ,NVIDIA GeForce GTX 760 or AMD Radeon R9 270X,23 GB
Mad Father,129.0,64.0,50.0,0,1.0,0.0,0.0,1.0,1.0,4.0,20.0,1217.0,1168.0,49.0,Приключенческие игры,2016-09-22,AGM PLAYISM,Windows 7 or Greater,Intel Core 2 1.06Ghz,1 GB ОЗУ,Integrated graphics,100 MB
Total War: WARHAMMER - Blood for the Blood God,129.0,129.0,0.0,1,1.0,0.0,0.0,1.0,1.0,11.0,1934.0,2072.0,820.0,1252.0,Экшены,2016-06-30,Feral Interactive (Linux),macOS 10.12.4,2.0Ghz Intel Core i5,8 GB ОЗУ,"All AMD graphics cards released from 2014 onwards, All NVidia cards with 2GB+ VRAM released from 2012 onwards, (MacBookPro only) Intel Iris Graphics 540 & 550 cards released from 2016 onwards",37 GB
Total War: WARHAMMER II - Blood for the Blood God II,129.0,129.0,0.0,1,1.0,0.0,0.0,1.0,1.0,13.0,10.0,528.0,375.0,153.0,Экшены,2017-10-26,Feral Interactive,Windows 7 / 8 (8.1)/ 10 64Bit,Intel® Core™ i5-4570 3.20GHz,8 GB ОЗУ,NVIDIA GeForce GTX 770 4GB | AMD Radeon R9 290X 4GB @1080p,60 GB
Once in Yaissor,36.0,22.0,39.0,0,1.0,0.0,0.0,1.0,0.0,1.0,666.0,772.0,668.0,104.0,Приключенческие игры,2016-11-09,Valera Entertainment,Windows 7 and newest,Pentium 4,174 MB ОЗУ,Intel HD4000,47 MB
Eden Rising,429.0,429.0,0.0,1,1.0,0.0,0.0,1.0,1.0,6.0,155.0,221.0,170.0,51.0,Экшены,2018-05-17,Meridian4,Windows 10 (64-bit),Intel 3.6 Ghz Core i7 7700 or AMD equivalent,16 GB ОЗУ,GeForce GTX 1060 or AMD equivalent,5 GB
STAR WARS™ - Knights of the Old Republic™,259.0,259.0,0.0,0,1.0,0.0,0.0,1.0,1.0,6.0,86.0,13170.0,11576.0,1594.0,Приключенческие игры,2003-11-19,Aspyr (Mac),,Intel Pentium 3 или AMD Athlon с тактовой частотой 1 ГГц,256 МБ,с 32 МБ видеопамяти и аппаратным ускорителем трехмерной графики,
Civilization V - Scenario Pack: Wonders of the Ancient World,169.0,169.0,0.0,1,1.0,0.0,0.0,1.0,1.0,8.0,53.0,65.0,52.0,13.0,Стратегии,2011-08-11,Aspyr (Mac),Windows® Vista SP2/ Windows® 7,"четырехъядерный, с тактовой частотой 1.8 ГГц",4 ГБ,"из серии ATI 4800 с 512 MB видеопамяти или лучше, или же nVidia 9800 с 512 MB видеопамяти или лучше",
Civilization V - Civ and Scenario Pack: Korea,169.0,169.0,0.0,1,1.0,0.0,0.0,1.0,1.0,9.0,178.0,211.0,128.0,83.0,Стратегии,2011-08-11,Aspyr (Mac),Windows® Vista SP2/ Windows® 7,"четырехъядерный, с тактовой частотой 1.8 ГГц",4 ГБ,"из серии ATI 4800 с 512 MB видеопамяти или лучше, или же nVidia 9800 с 512 MB видеопамяти или лучше",
Wanderlust,30.0,30.0,0.0,0,1.0,0.0,0.0,1.0,1.0,2.0,22.0,68.0,30.0,38.0,Экшены,2017-11-01,Eternity Studios,Windows XP SP2+,Compatible with SSE2 instruction set.,50 MB ОЗУ,DX9 (shader model 3.0) or DX11 with level 9.3 capability capabilities.,50 MB
My House,30.0,15.0,50.0,0,1.0,0.0,0.0,1.0,1.0,29.0,17.0,77.0,56.0,21.0,Казуальные игры,2019-02-15,RewindApp,,,,,
Alien: Isolation - Season Pass,699.0,699.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,25.0,32.0,11.0,21.0,Экшены,2015-02-10,Feral Interactive (Mac),macOS 10.10.4,2GHz Intel Core i5 or greater,4 GB ОЗУ,"1GB AMD 5750, 1GB Nvidia 650M, 1.5 GB Intel Iris Pro 5200 (See Notes for more details)",35 GB
Timespinner,419.0,419.0,0.0,0,1.0,0.0,0.0,1.0,1.0,8.0,20.0,605.0,522.0,83.0,Экшены,2018-09-25,Chucklefish,Windows XP,Dual Core,1 GB ОЗУ,"DirectX 9.0c compatible, PixelShader & Vertex Shader 1.1",400 MB
Tom Clancy's Ghost Recon Wildlands - Year 2 Pass,1499.0,1499.0,0.0,1,1.0,1.0,0.0,1.0,1.0,15.0,200.0,224.0,152.0,72.0,Экшены,2018-04-10,Ubisoft Annecy,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7- 3770@ 3.5 GHz or AMD FX-8350 @ 4 GHz or better,8 GB ОЗУ,NVIDIA GeForce GTX970/GTX 1060 or AMD R9 390/RX480 (4GB VRAM with Shader Model 5.0 or better),50 GB
Ninja Stealth 2,29.0,14.0,51.0,0,1.0,0.0,0.0,1.0,1.0,2.0,146.0,156.0,82.0,74.0,Экшены,2017-01-30,SC Jogos,Windows 7,2Ghz+,1 GB ОЗУ,Integrated Graphics,200 MB
Galactic Crew,419.0,419.0,0.0,1,1.0,1.0,0.0,1.0,1.0,10.0,108.0,121.0,72.0,49.0,Экшены,2019-03-28,Benjamin Rommel Games,Windows 7,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,4096 MB ОЗУ,AMD Radeon HD 6700 Series,5000 MB
The Brookhaven Experiment,419.0,419.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,732.0,757.0,662.0,95.0,,2016-07-05,Phosphor Games,Windows 7 SP1 or newer,Intel Core i5 4590 or AMD FX 8350 or greater,4 GB ОЗУ,Nvidia GeForce GTX 970/AMD Radeon R9 290 equivalent or greater,
South Park™: The Fractured But Whole™ - Season Pass,1499.0,1499.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,41.0,43.0,19.0,24.0,Ролевые игры,2017-10-16,Ubisoft,"Windows 7, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i5-4690K / AMD FX-8350 or equivalent,,NVIDIA GeForce GTX 670 / GTX 750ti / GTX 960 / GTX 1060 / AMD Radeon R9 280X / R9 380 / RX 470,20 GB
BARRIER X,79.0,23.0,71.0,0,1.0,0.0,0.0,1.0,1.0,2.0,696.0,1953.0,1706.0,247.0,Экшены,2016-05-27,HypeTrain Digital,Windows XP or later,2 GHz processor,256 MB ОЗУ,Direct X9.0c compatible,100 MB
Aven Colony - Soundtrack,129.0,43.0,67.0,0,1.0,0.0,0.0,1.0,1.0,7.0,,1.0,1.0,0.0,Инди,2017-07-25,Team17 Digital Ltd,Windows 7,Intel Core i3-3220 3.3 GHz,4 GB ОЗУ,GeForce GTX 470 or AMD Radeon HD 7850,150 MB
Immersion Pack - Europa Universalis IV: Third Rome,249.0,249.0,0.0,1,1.0,0.0,0.0,1.0,1.0,5.0,192.0,240.0,104.0,136.0,Симуляторы,2017-06-14,Paradox Interactive,,,,,
MEANDERS,30.0,30.0,0.0,0,1.0,0.0,0.0,1.0,1.0,14.0,203.0,241.0,225.0,16.0,Экшены,2018-02-07,ATOMIC BREATH,Windows 10,Core i5 / AMD FX 2.4Ghz,4 GB ОЗУ,NVIDIA GeForce GTX 470 / AMD Radeon HD 6870,1 GB
Pillars of Eternity II: Deadfire - Season Pass,743.0,743.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,19.0,26.0,22.0,4.0,Ролевые игры,2018-05-08,Versus Evil,,,,,
Fishing Planet: Bottom Power Pack,619.0,619.0,0.0,1,1.0,1.0,1.0,1.0,1.0,10.0,,8.0,7.0,1.0,Бесплатно,2018-12-27,,"Windows 7,8,10 x64",Quad-Core 3.0 GHz,8 GB ОЗУ,Graphics Card with 2 GB Video RAM,12 GB
Battlerite Royale - Legendary Adventure Pack,619.0,619.0,0.0,1,1.0,0.0,0.0,1.0,1.0,6.0,24.0,25.0,18.0,7.0,Экшены,2018-09-26,,,,,,
Tom Clancy's Rainbow Six® Siege - Pro League Kaid Set,499.0,499.0,0.0,1,1.0,1.0,0.0,1.0,1.0,15.0,,2.0,1.0,1.0,Экшены,2019-03-26,,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions required)",Intel Core i5-2500K @ 3.3 GHz or better or AMD FX-8120 @ 3.1 Ghz or better,,NVIDIA GeForce GTX 670 (or GTX 760 / GTX 960) or AMD Radeon HD 7970 (or R9 280x [2GB VRAM] / R9 380 / Fury X),47 GB
Change,24.0,24.0,0.0,0,1.0,0.0,0.0,1.0,0.0,2.0,254.0,286.0,270.0,16.0,Казуальные игры,2017-12-27,"Ryu Productions Co., Ltd",windows7,AMD Athlon x2 250,800 MB ОЗУ,Radeon RX 480,1 GB
Vampire: The Masquerade® - Bloodlines™ 2,1085.0,1085.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,,,,,Экшены,,Paradox Interactive,TBC,TBC,TBC MB ОЗУ,TBC,TBC MB
Pandemic: The Board Game,259.0,103.0,60.0,0,1.0,0.0,0.0,1.0,1.0,16.0,55.0,88.0,38.0,50.0,Симуляторы,2018-08-24,Asmodee Digital,Windows 7+,AMD/Intel 2.0 GHz dual-core,2 GB ОЗУ,Nvidia 450 GTS / Radeon HD 5750 or better,1 GB
The Banner Saga 2,750.0,750.0,0.0,0,1.0,0.0,0.0,1.0,1.0,10.0,11.0,1844.0,1671.0,173.0,Инди,2016-04-19,Versus Evil,Windows 10,,4 GB ОЗУ,,6 GB
The Banner Saga,750.0,750.0,0.0,0,1.0,0.0,0.0,1.0,1.0,12.0,28.0,10883.0,9751.0,1132.0,Инди,2014-01-14,Versus Evil,Windows 10,,4 GB ОЗУ,,6 GB
Drunkn Bar Fight,309.0,309.0,0.0,1,1.0,0.0,0.0,1.0,1.0,3.0,336.0,363.0,288.0,75.0,,2016-11-28,The Munky,Win 10 - 64 bit,i7 3.4Ghz,8 GB ОЗУ,GTX 980 or equivalent,2 GB
How to Survive 2,349.0,349.0,0.0,1,1.0,1.0,0.0,1.0,1.0,12.0,18.0,8301.0,5827.0,2474.0,Экшены,2016-09-08,505 Games,Windows 7 or higher 64 bits,Intel i5 3 GHz,8 GB ОЗУ,Geforce GTX 660 or Radeon R7 200 series - DirectX 11 compatible,8 GB
Crimzon Clover WORLD IGNITION,106.0,106.0,0.0,0,1.0,0.0,0.0,1.0,1.0,8.0,801.0,1113.0,1054.0,59.0,Экшены,2014-06-06,Adventure Planning Service,Windows XP/vista/7/8,Pentium 4 CPU 3.40GHz(2 CPUs) or better,1 GB ОЗУ,GeForce7900 GS eq. or better,1 GB
Caravan,249.0,49.0,80.0,0,1.0,0.0,0.0,1.0,1.0,10.0,213.0,379.0,278.0,101.0,Приключенческие игры,2016-09-30,Daedalic Entertainment,"Win 7, 8, 10",2.7 GHz Dual Core CPU,4 GB ОЗУ,"AMD Radeon HD 6670, GeForce GT 445M or better",400 MB
SENRAN KAGURA Burst Re:Newal - Costume Set Vol.4,259.0,181.0,30.0,0,1.0,0.0,0.0,1.0,1.0,7.0,,,,,Экшены,2019-02-19,XSEED Games,Windows 7+,Intel i5 @ 2.8GHz,6 GB ОЗУ,NVIDIA GeForce GTX 750,23 GB
